Jun 2008	1597			53837	55434	3			97	100
Dec 2008	1079			80274	81352	1			99	100
Jun 2009	466			98782	99249	0			100	100
Dec 2009	294	113410	14251	127661	127954	0	89	11	100	100
Jun 2010	280	141892	13330	155222	155503	0	91	9	100	100
Dec 2010	183	174665	16990	191655	191839	0	91	9	100	100
Jun 2011	106	254947	19149	274096	274202	0	93	7	100	100
Dec 2011	96	322280	23142	345422	345518	0	93	7	100	100
Jun 2012		389130	25301	414431	414537	0	94	6	100	100
Dec 2012		526472	28196	554668	554771	0	95	5	100	100
